person_age,person_gender,person_income,person_emp_exp,loan_int_rate,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,log_person_income,income_per_age,young_applicant,credit_score_sqrt,credit_score_total,home_and_income,income_credit_capacity,income_credit_history_capacity,employment_stability_ratio,income_employment_capacity,credit_history_age_ratio,credit_start_age,log_credit_strength,home_ownership_income_capacity,education_income_capacity,intent_income_capacity,loan_amnt
23.0,1,114860.0,3,7.9,2.0,573,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11.651477980631476,4993.913043478261,1,23.93741840717165,1146.0,312221.8508168059,6676.2968829018355,12.800456890667633,0.6,18.75233039791941,0.08695652173913043,21.0,7.044905117129371,11.651477980631476,14.564347475789345,15.14692137482092,35000.0
26.0,1,130713.0,0,18.39,4.0,708,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,11.780767009407606,5027.423076923077,0,26.60826939130014,2832.0,355314.7726433672,8340.783042660585,18.960413062493497,0.0,8.1658054374045,0.15384615384615385,22.0,7.949091499830517,11.780767009407606,15.90403546270027,12.958843710348368,35000.0
23.0,0,138998.0,0,7.9,4.0,583,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11.842222017842346,6043.391304347826,1,24.145392935299274,2332.0,377835.73759215034,6904.015436402087,19.059321082977323,0.0,8.208402803232328,0.17391304347826086,19.0,7.75491027202143,11.842222017842346,13.618555320518697,13.026444219626581,35000.0
23.0,0,600891.0,5,10.65,3.0,670,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,13.306170496870108,26125.695652173912,1,25.88435821108957,2010.0,4440017.308342538,8915.134232902972,18.44626912791088,1.0,25.89261221491992,0.13043478260869565,20.0,7.606387389772652,17.963330170774647,17.963330170774647,15.967404596244128,30000.0
23.0,1,144943.0,0,7.9,4.0,663,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11.88410273990907,6301.869565217391,1,25.748786379167466,2652.0,393995.92306233937,7879.160116559713,19.126725504871626,0.0,8.237432307652693,0.17391304347826086,19.0,7.88344635413774,11.88410273990907,14.855128424886336,13.072513013899977,35000.0
23.0,0,111369.0,0,20.0,4.0,694,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11.620613270387146,4842.130434782609,1,26.343879744638983,2776.0,302732.3289536554,8064.7056096486795,18.70265556309589,0.0,8.054795324746335,0.17391304347826086,19.0,7.9291264873067995,11.620613270387146,11.620613270387146,12.201643933906503,35000.0
23.0,1,136628.0,0,18.25,4.0,709,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,11.825024502268935,5940.347826086957,1,26.627053911388696,2836.0,371393.40965870244,8383.942372108675,19.031642749413802,0.0,8.196482393799982,0.17391304347826086,19.0,7.950502434808851,11.825024502268935,14.781280627836168,14.190029402722722,35000.0
24.0,0,14283.0,1,10.99,2.0,679,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9.566895308714338,595.125,1,26.057628441590765,1358.0,105537.88826102648,6495.921914617035,10.510308750554861,0.16666666666666666,10.510308750554861,0.08333333333333333,22.0,7.214504414151143,12.915308666764357,12.915308666764357,10.523584839585773,1750.0
25.0,1,195718.0,0,7.49,4.0,684,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12.184435236050135,7828.72,0,26.153393661244042,2736.0,532016.6829023474,8334.153701458292,19.610092010497024,0.0,8.445606930583402,0.16,21.0,7.914617709040679,12.184435236050135,15.230544045062668,15.839765806865175,35000.0
25.0,1,165792.0,4,16.77,2.0,662,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.018495301250445,6631.68,0,25.729360660537214,1324.0,450669.38090388203,7956.243889427795,13.203666629253675,0.5714285714285714,21.534252761888368,0.08,23.0,7.1891677384203225,12.018495301250445,12.018495301250445,12.018495301250445,34800.0
22.0,0,79255.0,0,17.58,4.0,691,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,11.280438398652866,3602.5,1,26.28687885618983,2764.0,215437.4263145216,7794.7829334691305,18.155165227669332,0.0,7.819004071506378,0.18181818181818182,18.0,7.9247959139564355,11.280438398652866,15.22859183818137,12.408482238518154,34000.0
24.0,0,13866.0,0,7.29,3.0,600,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.537267195753865,577.75,1,24.49489742783178,1800.0,278506.0549769202,5722.360317452319,13.221459733967293,0.0,6.610729866983647,0.125,21.0,7.496097345175956,15.259627513206183,11.92158399469233,9.537267195753865,1500.0
22.0,1,97420.0,1,14.54,4.0,691,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11.486797072140535,4428.181818181818,1,26.28687885618983,2764.0,264815.0157284802,7937.37677684911,18.487286700339997,0.25,12.619536420890455,0.18181818181818182,18.0,7.9247959139564355,11.486797072140535,14.358496340175668,11.486797072140535,33950.0
24.0,0,82443.0,0,12.68,3.0,654,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11.319874553963189,3435.125,1,25.573423705088842,1962.0,224103.30878364906,7403.197958291926,15.692678262743705,0.0,7.8463391313718525,0.125,21.0,7.5822291942764615,11.319874553963189,11.319874553963189,15.847824375548463,33000.0
21.0,0,14288.0,0,17.74,3.0,626,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.56724528946897,680.3809523809524,1,25.019992006393608,1878.0,105574.83354152113,5989.095551207575,13.263018196241667,0.0,6.631509098120834,0.14285714285714285,18.0,7.538494999413465,12.91578114078311,11.002332082889314,12.43741887630966,4575.0
23.0,1,14293.0,0,9.32,3.0,607,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9.567595147779924,621.4347826086956,1,24.63736998950984,1821.0,287082.5792431213,5807.530254702414,13.263503202845335,0.0,6.631751601422668,0.13043478260869565,20.0,7.507690077819904,15.30815223644788,9.567595147779924,9.567595147779924,1400.0
24.0,0,79054.0,1,9.99,3.0,700,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,11.277899091744246,3293.9166666666665,1,26.457513110645905,2100.0,214891.05166700136,7894.529364220972,15.634487916164183,0.16666666666666666,12.390038532549143,0.125,21.0,7.650168700845001,11.277899091744246,14.097373864680307,15.789058728441942,32500.0
21.0,0,14988.0,0,12.84,2.0,553,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.615071877730596,713.7142857142857,1,23.515952032609693,1106.0,14988.0,5317.1347483850195,10.56323612130199,0.0,6.664659962930181,0.09523809523809523,19.0,7.009408932708637,8.172811096071007,12.018839847163246,10.576579065503656,4000.0
21.0,1,14858.0,0,11.12,3.0,589,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9.606361021256347,707.5238095238095,1,24.269322199023193,1767.0,298430.90760472236,5658.146641519988,13.317244114649588,0.0,6.658622057324794,0.14285714285714285,18.0,7.477604243197589,15.370177634010156,9.606361021256347,10.086679072319166,2000.0
25.0,1,144855.0,1,6.62,2.0,586,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11.88349542450048,5794.2,0,24.20743687382041,1172.0,393756.714261435,6963.728318757281,13.055354105687481,0.14285714285714285,13.055354105687481,0.08,23.0,7.067319848653476,11.88349542450048,14.8543692806256,15.448544051850623,32000.0
26.0,1,114645.0,2,14.17,3.0,681,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,11.649604398885447,4409.423076923077,0,26.095976701399778,2043.0,311637.42022368725,7933.38059564099,16.14978088745237,0.25,16.14978088745237,0.11538461538461539,23.0,7.622663951323595,11.649604398885447,14.562005498606808,16.309446158439627,31050.0
25.0,0,368115.0,3,13.85,3.0,567,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,12.816153384871809,14724.6,0,23.811761799581316,1701.0,1000640.3152832014,7266.7589692223155,17.76696116869539,0.42857142857142855,20.626803149183313,0.12,22.0,7.43955930913332,12.816153384871809,12.816153384871809,15.37938406184617,24250.0
26.0,0,361076.0,1,13.49,4.0,669,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.796846510969468,13887.538461538461,0,25.865034312755125,2676.0,2668010.8199774837,8561.090315838574,20.5957299343543,0.125,14.058772833150682,0.15384615384615385,22.0,7.892452043520352,17.27574278980878,14.716373487614888,13.436688836517941,7800.0
21.0,1,15150.0,0,7.51,4.0,600,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9.625821815359835,721.4285714285714,1,24.49489742783178,2400.0,304295.8843862932,5775.493089215901,15.492162567975354,0.0,6.672111251889084,0.19047619047619047,17.0,7.783640596221253,15.401314904575736,11.06969508766381,10.588403996895819,2500.0
22.0,0,58868.0,0,18.39,2.0,606,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,10.983069915297433,2675.818181818182,1,24.61706725018234,1212.0,160019.81467772706,6655.740368670245,12.066135576246776,0.0,7.6128839456811725,0.09090909090909091,20.0,7.10085190894405,10.983069915297433,13.728837394121792,12.081376906827177,30000.0
24.0,1,78026.0,3,14.54,3.0,582,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11.264810199620461,3251.0833333333335,1,24.124676163629637,1746.0,212096.65794734546,6556.119536179109,15.616342858819674,0.5,18.130012611643515,0.125,21.0,7.465655310134056,11.264810199620461,11.264810199620461,13.517772239544554,30000.0
25.0,1,90785.0,4,16.89,4.0,649,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,11.416260367679627,3631.4,0,25.475478405713993,2596.0,246779.2157966544,7409.152978624078,18.373762253962454,0.5714285714285714,20.45519261696293,0.16,21.0,7.862112211662748,11.416260367679627,14.270325459599533,15.982764514751477,30000.0
23.0,0,86811.0,0,11.01,4.0,602,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11.371500139940876,3774.391304347826,1,24.535688292770594,2408.0,235976.76381035816,6845.643084244407,18.301723446470522,0.0,7.882123260737042,0.17391304347826086,19.0,7.786967002614872,11.371500139940876,11.371500139940876,13.645800167929051,30000.0
26.0,1,75503.0,5,17.99,2.0,616,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11.231940913966168,2903.9615384615386,0,24.819347291981714,1232.0,205238.43289414328,6918.87560300316,12.339548313677353,0.625,21.85634781807638,0.07692307692307693,24.0,7.117205503164344,11.231940913966168,14.03992614245771,11.793537959664476,30000.0
24.0,0,15082.0,0,12.69,3.0,631,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9.621323560768252,628.4166666666666,1,25.11971337416094,1893.0,302930.0678755164,6071.055166844767,13.337986598802974,0.0,6.668993299401487,0.125,21.0,7.546446273746024,15.394117697229204,9.621323560768252,12.507720628998728,2500.0
26.0,1,361293.0,5,7.88,4.0,684,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,12.797447310299804,13895.884615384615,0,26.153393661244042,2736.0,2669614.2451509517,8753.453960245066,20.596696883574307,0.625,24.902682603113007,0.15384615384615385,22.0,7.914617709040679,17.276553868904735,15.996809137874754,16.636681503389745,20000.0
23.0,1,361547.0,0,19.41,2.0,637,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,12.798150091849449,15719.434782608696,1,25.238858928247925,1274.0,7261865.617967731,8152.421608508099,14.060204963124702,0.0,8.87100165254845,0.08695652173913043,21.0,7.150701457592526,20.47704014695912,12.798150091849449,14.077965101034394,24250.0
26.0,1,360680.0,5,10.38,4.0,649,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,12.795749190150756,13872.307692307691,0,25.475478405713993,2596.0,7244451.457455328,8304.441224407841,20.593963864626563,0.625,24.899378213880663,0.15384615384615385,22.0,7.862112211662748,20.473198704241213,17.274261406703523,17.914048866211058,10000.0
26.0,1,360977.0,5,15.33,3.0,695,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,12.796572293629735,13883.73076923077,0,26.362852652928137,2085.0,2667279.303423689,8893.617744072666,17.739816012321928,0.625,24.90097989929413,0.11538461538461539,23.0,7.643003635560718,17.275372596400143,15.99571536703717,14.07622952299271,25000.0
25.0,0,361244.0,2,16.45,3.0,620,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,12.797311677482544,14449.76,0,24.899799195977465,1860.0,2669252.181402104,7934.333240039177,17.740841015987776,0.2857142857142857,17.740841015987776,0.12,22.0,7.528869256642251,17.276370764601435,15.996639596853178,17.91623634847556,18000.0
26.0,1,98230.0,2,7.49,3.0,622,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11.495077126806448,3778.076923076923,0,24.939927826679853,1866.0,267016.824009532,7149.937972873611,15.935560601530012,0.25,15.935560601530012,0.11538461538461539,23.0,7.532088143541722,11.495077126806448,14.36884640850806,11.495077126806448,30000.0
22.0,0,80838.0,0,12.69,3.0,645,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11.300214801327241,3674.4545454545455,1,25.39685019840059,1935.0,219740.4664489723,7288.638546856071,15.66542405852348,0.0,7.83271202926174,0.13636363636363635,19.0,7.568379267836522,11.300214801327241,11.300214801327241,11.865225541393604,30000.0
26.0,1,107957.0,2,6.62,3.0,654,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,11.589497541580574,4152.192307692308,0,25.573423705088842,1962.0,293457.55135495315,7579.531392193695,16.066455090105983,0.25,16.066455090105983,0.11538461538461539,23.0,7.5822291942764615,11.589497541580574,15.645821681133775,13.907397049896689,30000.0
24.0,0,94649.0,2,11.01,4.0,624,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,11.45794115663747,3943.7083333333335,1,24.979991993593593,2496.0,257282.65678182017,7149.755281741781,18.44084489593137,0.3333333333333333,15.88407921549004,0.16666666666666666,20.0,7.822845290279774,11.45794115663747,14.322426445796836,13.749529387964962,30000.0
23.0,1,94550.0,1,18.62,3.0,570,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11.45689465044527,4110.869565217391,1,23.874672772626646,1710.0,257013.54688080272,6530.4299507538035,15.882628449856917,0.2,12.586685252955101,0.13043478260869565,20.0,7.444833273892193,11.45689465044527,11.45689465044527,13.748273580534322,30000.0
23.0,1,111153.0,3,15.23,3.0,648,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11.61867190614922,4832.739130434783,1,25.45584412271571,1944.0,302145.1800787082,7528.899395184695,16.106899347196755,0.6,18.69953105788953,0.13043478260869565,20.0,7.573017256052546,11.61867190614922,14.523339882686525,11.61867190614922,30000.0
23.0,0,117250.0,0,10.65,2.0,652,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11.672072215056804,5097.826086956522,1,25.534290669607408,1304.0,318718.544386823,7610.191084217036,12.82308196968301,0.0,8.0904639471587,0.08695652173913043,21.0,7.173958319756794,11.672072215056804,13.422883047315324,15.173693879573847,30000.0
25.0,1,144985.0,3,7.9,4.0,559,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11.884392465017156,5799.4,0,23.643180835073778,2236.0,394110.09089913464,6643.37538794459,19.127191799444763,0.42857142857142855,19.127191799444763,0.16,21.0,7.71289096149013,11.884392465017156,14.855490581271445,13.072831711518871,30000.0
26.0,1,337133.0,7,15.96,3.0,623,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.728235756414945,12966.653846153846,0,24.95996794869737,1869.0,916422.5076738832,7929.690876246511,17.645081456122604,0.875,27.966792430124585,0.11538461538461539,23.0,7.533693709848633,12.728235756414945,12.728235756414945,12.728235756414945,10000.0
26.0,1,333566.0,2,11.48,3.0,602,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.717599023710427,12829.461538461539,0,24.535688292770594,1806.0,906726.3963917699,7655.994612273677,17.63033581355359,0.25,17.63033581355359,0.11538461538461539,23.0,7.499423290592229,12.717599023710427,14.625238877266991,16.532878730823555,20000.0
23.0,1,333399.0,1,11.01,4.0,609,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,12.71709824929883,14495.608695652174,1,24.677925358506133,2436.0,6696497.924653845,7744.712833822988,20.46738005857086,0.2,13.971160412879401,0.17391304347826086,19.0,7.798523053625206,20.34735719887813,15.896372811623538,12.71709824929883,35000.0
25.0,1,154793.0,1,7.29,4.0,573,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.949850479696664,6191.72,0,23.93741840717165,2292.0,420770.999072661,6847.264324866189,19.23254240994263,0.14285714285714285,13.128252584741261,0.16,21.0,7.737616282857904,11.949850479696664,16.132298147590497,11.949850479696664,30000.0
24.0,1,15229.0,1,11.01,3.0,631,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.631022445889208,634.5416666666666,1,25.11971337416094,1893.0,305882.641803225,6077.17516335609,13.351432108555306,0.16666666666666666,10.58075961149228,0.125,21.0,7.546446273746024,15.409635913422733,11.07567581277259,12.52032917965597,1750.0
21.0,0,158338.0,0,5.99,4.0,623,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11.972493583181924,7539.9047619047615,1,24.95996794869737,2492.0,430407.3081545483,7458.863502322339,19.268985079146976,0.0,8.298700171454588,0.19047619047619047,17.0,7.821242083523558,11.972493583181924,14.965616978977405,15.564241658136503,30000.0
22.0,0,331034.0,0,11.58,2.0,602,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,12.70997938895037,15047.0,1,24.535688292770594,1204.0,6648995.629830507,7651.407592148123,13.963339545419268,0.0,8.809886378425965,0.09090909090909091,20.0,7.094234845924755,20.33596702232059,15.887474236187963,16.52297320563548,12000.0
26.0,0,316466.0,6,11.01,4.0,579,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12.664974249727509,12171.76923076923,0,24.06241883103193,2316.0,2338385.0274041872,7333.0200905922275,20.383489717513076,0.75,26.336073579188792,0.15384615384615385,22.0,7.748028524432376,17.09771523713214,12.664974249727509,13.93147167470026,10000.0
25.0,0,267671.0,0,15.7,2.0,582,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.497517629342482,10706.84,0,24.124676163629637,1164.0,1977836.0350568662,7273.555260277325,13.729926445441993,0.0,8.662619108776953,0.08,23.0,7.060476365999801,16.871648799612352,14.372145273743854,13.122393510809607,25000.0
22.0,1,85191.0,0,15.99,3.0,700,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,11.35266281169522,3872.318181818182,1,26.457513110645905,2100.0,231573.1472482545,7946.863968186654,15.738132439548565,0.0,7.8690662197742824,0.13636363636363635,19.0,7.650168700845001,11.35266281169522,15.326094795788547,12.487929092864743,29100.0
22.0,1,15013.0,0,14.84,3.0,688,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.616738378132947,682.4090909090909,1,26.229754097208,2064.0,110931.89921324585,6616.316004155467,13.331630185970946,0.0,6.665815092985473,0.13636363636363635,19.0,7.632885505395133,12.98259681047948,11.059249134852887,10.578412215946242,1500.0
26.0,1,313100.0,3,10.99,3.0,607,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,12.65428110117717,12042.307692307691,0,24.63736998950984,1821.0,6288781.610650059,7681.148628414543,17.54255853458791,0.375,20.366279758832874,0.11538461538461539,23.0,7.507690077819904,20.246849761883475,15.817851376471463,17.71599354164804,28000.0
25.0,0,311952.0,0,14.42,2.0,661,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,12.65060781441848,12478.08,0,25.709920264364882,1322.0,2305030.828173614,8362.051765330616,13.89811320404096,0.0,8.768733138933781,0.08,23.0,7.187657164114956,17.078320549464948,15.8132597680231,17.71085094018587,20000.0
24.0,1,306897.0,5,6.99,2.0,562,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12.634270723805884,12787.375,1,23.706539182259394,1124.0,2267679.14959352,7100.460146778906,13.880165075532878,0.8333333333333334,24.585155627366287,0.08333333333333333,22.0,7.025538314638521,17.056265477137945,12.634270723805884,13.897697796186472,9600.0
25.0,0,301136.0,0,13.49,4.0,664,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12.615320589683558,12045.44,0,25.768197453450252,2656.0,818572.516694843,8376.572871549883,20.30357523454723,0.0,8.744273898598985,0.16,21.0,7.884952945759814,12.615320589683558,15.769150737104447,13.246086619167736,25000.0
25.0,1,15162.0,1,11.01,3.0,564,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9.62661352880094,606.48,0,23.748684174075834,1692.0,304536.9108293714,5429.41003024373,13.345320051657193,0.14285714285714285,10.575915920999389,0.12,22.0,7.4342573821331355,15.402581646081504,9.62661352880094,10.107944205240987,3000.0
22.0,1,69042.0,0,11.01,2.0,598,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11.142484777883936,3138.2727272727275,1,24.454038521274967,1196.0,187675.6140004694,6663.205897174594,12.241270703280646,0.0,7.7233819082223585,0.09090909090909091,20.0,7.087573705557973,11.142484777883936,12.813857494566525,11.699609016778133,28000.0
21.0,0,15307.0,0,13.61,3.0,557,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9.636130846545592,728.9047619047619,1,23.600847442411894,1671.0,307449.31368323363,5367.324881525895,13.358513855579591,0.0,6.679256927789796,0.14285714285714285,18.0,7.421775793644647,15.417809354472949,9.636130846545592,10.599743931200152,3000.0
23.0,0,79183.0,0,7.9,2.0,677,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11.279529537191667,3442.7391304347825,1,26.019223662515376,1354.0,215241.71002287258,7636.241496678759,12.391829759953684,0.0,7.8183740967470285,0.08695652173913043,21.0,7.2115567333138015,11.279529537191667,12.971458967770417,12.407482490910835,28000.0
26.0,1,102654.0,4,7.49,3.0,690,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11.539129130466865,3948.230769230769,0,26.267851073127396,2070.0,279042.5028186348,7961.999100022137,15.99662964580048,0.5,20.675343886159297,0.11538461538461539,23.0,7.635786861395585,11.539129130466865,14.42391141308358,15.000867869606925,28000.0
26.0,1,15229.0,1,7.51,3.0,599,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9.631022445889208,585.7307692307693,0,24.474476501040833,1797.0,305882.641803225,5768.982445087636,13.351432108555306,0.125,10.58075961149228,0.11538461538461539,23.0,7.494430215031565,15.409635913422733,11.07567581277259,10.594124690478129,6100.0
22.0,1,106566.0,0,9.91,3.0,604,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11.576529174307367,4843.909090909091,1,24.576411454889016,1812.0,289676.4213315666,6992.22362128165,16.048477115682207,0.0,8.024238557841104,0.13636363636363635,19.0,7.502738210754851,11.576529174307367,11.576529174307367,15.049487926599578,28000.0
